id,filename,income,family_size,address,assets,liabilities,employment_status,validation_status,assessment_status,risk_level,eligibility_score,age,gender,nationality,created_at
44,application_0044.pdf,104895.73037651402,3,"Building 116, Street 61, Area 48, Dubai, UAE",152029.21795970888,47693.48047606298,Employed,✅ Valid,❌ Rejected,low,0.37392458638146325,33,Female,UK,2024-10-13 14:59:40.022336
45,application_0045.pdf,19376.962862738954,3,"Building 139, Street 41, Area 22, Sharjah, UAE",67307.67152870905,7815.440587943978,Employed,✅ Valid,✅ Approved,high,0.6206419141694551,27,Male,Lebanon,2025-04-24 14:59:40.022348
46,application_0046.pdf,45499.344050175394,4,"Building 53, Street 8, Area 27, Ajman, UAE",100860.52112408711,23761.49786552252,Student,✅ Valid,✅ Approved,high,0.5505896083583993,42,Male,USA,2024-11-27 14:59:40.022361
47,application_0047.pdf,38135.1721736967,4,"Building 192, Street 69, Area 27, Fujairah, UAE",67466.29389142172,23309.06392673167,Unemployed,✅ Valid,✅ Approved,high,0.8935835976046637,69,Male,Syria,2025-05-12 14:59:40.022373
48,application_0048.pdf,43071.42754282428,5,"Building 43, Street 93, Area 26, Fujairah, UAE",59977.68496476413,20208.087769605114,Student,✅ Valid,✅ Approved,high,0.7662999756836161,26,Male,Lebanon,2025-04-14 14:59:40.022386
49,application_0049.pdf,63898.24191372635,2,"Building 67, Street 7, Area 12, Ajman, UAE",241651.83273568988,12713.268563226371,Employed,✅ Valid,❌ Rejected,low,0.3879639986001896,31,Female,Jordan,2025-01-04 14:59:40.022398
50,application_0050.pdf,40193.15080373586,5,"Building 5, Street 61, Area 6, Sharjah, UAE",141557.92846878554,50875.48556660946,Unemployed,✅ Valid,✅ Approved,high,0.9781233049610896,21,Female,Egypt,2024-06-27 14:59:40.022410
51,application_0051.pdf,32504.928503458766,1,"Building 160, Street 3, Area 13, Dubai, UAE",108776.0597902268,17838.735982417187,Employed,✅ Valid,❌ Rejected,high,0.3217964540906504,26,Female,India,2024-06-02 14:59:40.022423
52,application_0052.pdf,32322.536971610036,4,"Building 184, Street 96, Area 39, Umm Al Quwain, UAE",106440.45676838793,16724.958784941933,Employed,✅ Valid,✅ Approved,high,0.6525678425497465,70,Male,Philippines,2024-12-18 14:59:40.022435
53,application_0053.pdf,87986.61766717135,6,"Building 51, Street 92, Area 26, Ajman, UAE",305650.80905189854,18870.667166300413,Employed,✅ Valid,✅ Approved,medium,0.6301582685487667,62,Male,India,2024-06-10 14:59:40.022453
54,application_0054.pdf,69848.30412950745,2,"Building 137, Street 45, Area 3, Umm Al Quwain, UAE",141465.0506570281,64708.507865067,Employed,✅ Valid,❌ Rejected,medium,0.3012652150165854,41,Male,UK,2024-10-23 14:59:40.022466
55,application_0055.pdf,154757.8673702221,1,"Building 182, Street 59, Area 41, Sharjah, UAE",337266.5567341059,166162.87701024447,Employed,✅ Valid,❌ Rejected,medium,0.35381729064482564,29,Female,USA,2024-09-21 14:59:40.022479
56,application_0056.pdf,34127.80926936498,7,"Building 63, Street 42, Area 18, Umm Al Quwain, UAE",130438.54015633056,88614.54357412977,Student,✅ Valid,✅ Approved,high,0.9464708466603232,23,Female,Syria,2024-07-18 14:59:40.022491
57,application_0057.pdf,56319.17825995694,3,"Building 125, Street 24, Area 21, Ajman, UAE",126507.73337844518,15446.229153664463,Employed,✅ Valid,✅ Approved,low,0.5096155007937428,69,Female,Jordan,2025-01-05 14:59:40.022504
58,application_0058.pdf,47762.845725518426,3,"Building 185, Street 31, Area 6, Dubai, UAE",139605.94012463567,51407.15047132142,Employed,✅ Valid,❌ Rejected,high,0.3990821335078586,53,Male,Syria,2025-05-18 14:59:40.022516
59,application_0059.pdf,32766.907993300192,3,"Building 170, Street 40, Area 16, Ras Al Khaimah, UAE",125404.96139466309,37947.58876820023,Unemployed,❌ Invalid,❌ Rejected,high,0.0,48,Female,Lebanon,2024-08-18 14:59:40.022528
60,application_0060.pdf,44535.34077157317,6,"Building 60, Street 33, Area 20, Sharjah, UAE",121819.44005894172,102819.72896559162,Employed,✅ Valid,✅ Approved,high,0.6950877560393435,30,Female,India,2024-06-07 14:59:40.022541
61,application_0061.pdf,36256.67347765006,3,"Building 151, Street 93, Area 18, Ajman, UAE",77692.3387910646,6667.673083684694,Contract,✅ Valid,✅ Approved,medium,0.5296246463265144,51,Female,India,2024-11-23 14:59:40.022553
62,application_0062.pdf,34824.72415243185,1,"Building 12, Street 36, Area 9, Umm Al Quwain, UAE",96692.1425999887,42815.290298239604,Contract,✅ Valid,❌ Rejected,high,0.42527921757912535,53,Female,Pakistan,2025-04-04 14:59:40.022566
63,application_0063.pdf,134197.12873720634,3,"Building 88, Street 57, Area 31, Ajman, UAE",392817.9552440139,51318.2312041828,Employed,✅ Valid,❌ Rejected,low,0.4565343435113932,21,Female,Syria,2024-09-17 14:59:40.022578
64,application_0064.pdf,14851.527753141354,5,"Building 145, Street 20, Area 10, Abu Dhabi, UAE",37923.15405660812,17872.414899186933,Part-time,✅ Valid,✅ Approved,high,0.9416174021410328,23,Male,India,2024-07-25 14:59:40.022590
65,application_0065.pdf,63211.40616195306,2,"Building 114, Street 58, Area 25, Umm Al Quwain, UAE",110889.31857300035,37107.57854339588,Employed,✅ Valid,❌ Rejected,medium,0.30602303043725415,55,Female,Philippines,2025-04-06 14:59:40.022609
66,application_0066.pdf,131559.5213918651,2,"Building 21, Street 85, Area 17, Dubai, UAE",278398.7028903333,92078.98488648281,Employed,✅ Valid,❌ Rejected,medium,0.3450503704617703,29,Male,Pakistan,2024-07-26 14:59:40.022622
67,application_0067.pdf,30582.08718446,1,"Building 180, Street 37, Area 46, Sharjah, UAE",56791.84425587567,21101.434085886816,Student,✅ Valid,✅ Approved,high,0.5625058007164222,22,Male,Philippines,2024-06-22 14:59:40.022634
68,application_0068.pdf,136823.53579104703,1,"Building 166, Street 29, Area 35, Abu Dhabi, UAE",558657.5079072715,285340.138015659,Employed,✅ Valid,❌ Rejected,medium,0.3792628566232412,35,Male,India,2024-07-26 14:59:40.022646
69,application_0069.pdf,39334.959480643636,3,"Building 120, Street 16, Area 29, Sharjah, UAE",81115.56849693655,32690.146248201378,Self-employed,✅ Valid,✅ Approved,high,0.6493795219345084,62,Female,Philippines,2025-04-15 14:59:40.022658
70,application_0070.pdf,67706.78926368314,5,"Building 65, Street 78, Area 21, Ras Al Khaimah, UAE",237992.59294852059,254782.0893636234,Employed,✅ Valid,✅ Approved,high,0.5763109004171706,32,Male,Philippines,2025-02-26 14:59:40.022670
71,application_0071.pdf,35708.90510693167,5,"Building 112, Street 75, Area 12, Sharjah, UAE",147676.52100869612,72479.68859637625,Unemployed,✅ Valid,✅ Approved,high,0.8333308393665092,49,Male,Syria,2024-06-17 14:59:40.022682
72,application_0072.pdf,36513.91251305798,3,"Building 74, Street 64, Area 45, Ajman, UAE",98030.02392231848,44289.361344947225,Unemployed,✅ Valid,✅ Approved,high,0.6752398850942207,43,Male,Syria,2025-03-28 14:59:40.022693
73,application_0073.pdf,96815.24356387285,2,"Building 139, Street 85, Area 1, Umm Al Quwain, UAE",267518.0795996276,54286.71903530752,Self-employed,✅ Valid,✅ Approved,medium,0.5256443154055573,21,Male,UK,2024-07-10 14:59:40.022705
74,application_0074.pdf,30818.741393863227,2,"Building 74, Street 17, Area 36, Sharjah, UAE",163791.08796299066,0.0,Self-employed,✅ Valid,✅ Approved,low,0.513002227700406,62,Female,India,2025-01-24 14:59:40.022717
75,application_0075.pdf,70293.9028556177,3,"Building 24, Street 53, Area 36, Abu Dhabi, UAE",97517.61578373487,20050.95066228944,Employed,✅ Valid,❌ Rejected,low,0.3653971124428328,25,Female,India,2024-12-28 14:59:40.022735
76,application_0076.pdf,76334.25895451049,2,"Building 63, Street 61, Area 31, Fujairah, UAE",233909.54448676537,19753.905330342786,Employed,❌ Invalid,❌ Rejected,low,0.0,27,Female,Egypt,2024-09-08 14:59:40.022747
77,application_0077.pdf,49270.444361100475,2,"Building 107, Street 99, Area 18, Abu Dhabi, UAE",181295.4161601165,27906.20035871078,Employed,✅ Valid,❌ Rejected,high,0.42985558497717674,68,Female,UAE,2024-07-30 14:59:40.022775
78,application_0078.pdf,63246.878843729624,4,"Building 138, Street 58, Area 10, Fujairah, UAE",192622.91316827122,32684.24251502323,Employed,❌ Invalid,❌ Rejected,high,0.0,39,Female,Syria,2025-02-19 14:59:40.022803
79,application_0079.pdf,184318.32267975976,2,"Building 106, Street 100, Area 15, Ajman, UAE",669797.8589477283,0.0,Employed,✅ Valid,❌ Rejected,low,0.46636888294845347,65,Female,Lebanon,2024-06-27 14:59:40.022819
80,application_0080.pdf,125593.62944308283,2,"Building 152, Street 65, Area 9, Abu Dhabi, UAE",293664.72430267977,138165.33734067334,Employed,✅ Valid,❌ Rejected,medium,0.44569280744742423,24,Female,India,2025-03-14 14:59:40.022834
81,application_0081.pdf,22074.792615672995,5,"Building 68, Street 61, Area 5, Dubai, UAE",63691.594696176886,25540.16742876276,Self-employed,✅ Valid,✅ Approved,high,0.9352341336565894,62,Female,India,2024-08-26 14:59:40.022848
82,application_0082.pdf,38657.55194170121,4,"Building 139, Street 63, Area 49, Ras Al Khaimah, UAE",69572.13512390762,16217.247501364174,Employed,❌ Invalid,❌ Rejected,high,0.0,22,Male,Philippines,2025-04-10 14:59:40.022861
83,application_0083.pdf,25250.54688839044,2,"Building 114, Street 13, Area 46, Ras Al Khaimah, UAE",59254.72024451267,38698.71549582281,Employed,✅ Valid,❌ Rejected,high,0.40561192281050074,37,Male,UAE,2024-11-24 14:59:40.022874
84,application_0084.pdf,34049.817109609554,2,"Building 175, Street 73, Area 27, Umm Al Quwain, UAE",59216.583287279085,28635.504672982384,Retired,✅ Valid,❌ Rejected,high,0.3382544298616874,28,Male,India,2024-06-11 14:59:40.022887
85,application_0085.pdf,51221.561970126335,8,"Building 164, Street 60, Area 15, Dubai, UAE",206549.16923570223,0.0,Employed,❌ Invalid,❌ Rejected,medium,0.0,34,Male,Syria,2024-06-14 14:59:40.022900
86,application_0086.pdf,52736.48890700623,1,"Building 164, Street 39, Area 38, Sharjah, UAE",225021.9124862615,35658.3464335447,Contract,✅ Valid,❌ Rejected,medium,0.46992169991088917,62,Female,Syria,2024-11-11 14:59:40.022913
87,application_0087.pdf,133314.58284438687,1,"Building 148, Street 46, Area 37, Ajman, UAE",503213.7642231491,57675.294911755554,Employed,❌ Invalid,❌ Rejected,low,0.0,62,Female,UAE,2024-06-23 14:59:40.022925
88,application_0088.pdf,29404.746439381997,1,"Building 191, Street 100, Area 44, Fujairah, UAE",0.0,0.0,Contract,✅ Valid,❌ Rejected,medium,0.3730118390970416,56,Female,Philippines,2024-11-27 14:59:40.022938
89,application_0089.pdf,27474.318486068398,3,"Building 185, Street 97, Area 44, Sharjah, UAE",48140.96291534308,30159.459283634864,Retired,❌ Invalid,❌ Rejected,high,0.0,61,Male,India,2024-06-30 14:59:40.022950
90,application_0090.pdf,15698.586220393674,6,"Building 188, Street 47, Area 38, Abu Dhabi, UAE",40187.68234595954,13107.136861728024,Employed,✅ Valid,✅ Approved,high,0.7132159797746784,36,Female,Lebanon,2024-08-23 14:59:40.022963
91,application_0091.pdf,163238.19867198347,2,"Building 66, Street 22, Area 18, Umm Al Quwain, UAE",255327.0449161395,135995.5461931008,Business Owner,✅ Valid,❌ Rejected,medium,0.34683313888526957,48,Female,Jordan,2025-04-18 14:59:40.022976
92,application_0092.pdf,30102.33061019587,9,"Building 173, Street 93, Area 44, Fujairah, UAE",60761.29391997482,23843.989180222867,Contract,✅ Valid,✅ Approved,high,0.8513918655100902,69,Female,India,2024-08-25 14:59:40.022989
93,application_0093.pdf,31990.5969557347,4,"Building 150, Street 34, Area 44, Ras Al Khaimah, UAE",76770.49466398738,24102.8965178485,Self-employed,✅ Valid,✅ Approved,high,0.6471476867981438,58,Female,India,2024-07-13 14:59:40.023009
94,application_0094.pdf,108440.5920941472,3,"Building 17, Street 83, Area 15, Umm Al Quwain, UAE",337631.66441444267,146000.7556640125,Retired,✅ Valid,❌ Rejected,medium,0.3545346811013382,47,Female,Lebanon,2025-05-07 14:59:40.023022
95,application_0095.pdf,45860.16816145352,4,"Building 35, Street 69, Area 16, Abu Dhabi, UAE",80814.07755530778,58720.04818009862,Self-employed,✅ Valid,✅ Approved,high,0.5154522902409835,41,Female,USA,2024-10-26 14:59:40.023035
96,application_0096.pdf,30718.68300716247,5,"Building 9, Street 36, Area 27, Umm Al Quwain, UAE",87493.4108018773,36542.79904631677,Self-employed,❌ Invalid,❌ Rejected,high,0.0,31,Female,Syria,2024-11-22 14:59:40.023047
97,application_0097.pdf,32809.918677350324,5,"Building 16, Street 46, Area 42, Umm Al Quwain, UAE",77999.0354263122,20153.043672169475,Self-employed,✅ Valid,✅ Approved,high,0.6712105815423314,30,Male,Syria,2024-07-03 14:59:40.023060
98,application_0098.pdf,52604.985980117504,1,"Building 33, Street 32, Area 22, Fujairah, UAE",126811.43316412691,59591.281857734815,Retired,✅ Valid,❌ Rejected,medium,0.3215951351918675,31,Male,UK,2025-01-27 14:59:40.023073
99,application_0099.pdf,33570.15485965047,2,"Building 38, Street 36, Area 1, Umm Al Quwain, UAE",77449.38216231352,37169.50555781395,Contract,✅ Valid,❌ Rejected,high,0.4366447888506801,52,Female,Pakistan,2025-03-20 14:59:40.023085
100,application_0100.pdf,33072.99520876609,6,"Building 5, Street 42, Area 38, Dubai, UAE",126102.77058804665,53710.419458156146,Employed,✅ Valid,✅ Approved,high,0.7745665275033995,21,Male,Lebanon,2024-09-25 14:59:40.023098
